!!		0.00197304	1.00000000	1.00000000
girlfriend		0.00230187	1.00000000	1.00000000
girlfriends		0.00131536	1.00000000	1.00000000
girls		0.00197304	1.00000000	1.00000000
glass		0.00559027	1.00000000	1.00000000
glasses		0.00263071	1.00000000	1.00000000
group		0.00822098	1.00000000	1.00000000
groups		0.00131536	1.00000000	1.00000000
guests		0.00263071	1.00000000	1.00000000
guy		0.00131536	1.00000000	1.00000000
guys		0.00197304	1.00000000	1.00000000
half		0.00197304	1.00000000	1.00000000
hall		0.00131536	1.00000000	1.00000000
hand		0.00197304	1.00000000	1.00000000
hands		0.00197304	1.00000000	1.00000000
head		0.00131536	1.00000000	1.00000000
home		0.00493259	1.00000000	1.00000000
homemade		0.00131536	1.00000000	1.00000000
hostess		0.00263071	1.00000000	1.00000000
hour		0.00493259	1.00000000	1.00000000
hours		0.00131536	1.00000000	1.00000000
house		0.00361723	1.00000000	1.00000000
husband		0.00591911	1.00000000	1.00000000
ice		0.00197304	1.00000000	1.00000000
idea		0.00263071	1.00000000	1.00000000
ingredients		0.00328839	1.00000000	1.00000000
item		0.00131536	1.00000000	1.00000000
items		0.00197304	1.00000000	1.00000000
jazz		0.00164420	1.00000000	1.00000000
job		0.00164420	1.00000000	1.00000000
joint		0.00230187	1.00000000	1.00000000
joints		0.00164420	1.00000000	1.00000000
kids		0.00230187	1.00000000	1.00000000
kind		0.00394607	1.00000000	1.00000000
kitchen		0.00328839	1.00000000	1.00000000
lack		0.00164420	1.00000000	1.00000000
lamb		0.00394607	1.00000000	1.00000000
level		0.00131536	1.00000000	1.00000000
life		0.00328839	1.00000000	1.00000000
line		0.00361723	1.00000000	1.00000000
list		0.00789214	1.00000000	1.00000000
lobster		0.00197304	1.00000000	1.00000000
location		0.00361723	1.00000000	1.00000000
look		0.00197304	1.00000000	1.00000000
lot		0.00723446	1.00000000	1.00000000
lots		0.00164420	1.00000000	1.00000000
lox		0.00131536	1.00000000	1.00000000
lunch		0.01348241	1.00000000	1.00000000
management		0.00164420	1.00000000	1.00000000
manager		0.00394607	1.00000000	1.00000000
martini		0.00131536	1.00000000	1.00000000
matter		0.00263071	1.00000000	1.00000000
meal		0.01414009	1.00000000	1.00000000
meat		0.00197304	1.00000000	1.00000000
menu		0.02630714	1.00000000	1.00000000
middle		0.00131536	1.00000000	1.00000000
midtown		0.00131536	1.00000000	1.00000000
mind		0.00164420	1.00000000	1.00000000
minutes		0.00657678	1.00000000	1.00000000
mix		0.00131536	1.00000000	1.00000000
mom		0.00131536	1.00000000	1.00000000
moment		0.00164420	1.00000000	1.00000000
money		0.00756330	1.00000000	1.00000000
month		0.00230187	1.00000000	1.00000000
months		0.00197304	1.00000000	1.00000000
morning		0.00164420	1.00000000	1.00000000
mouth		0.00263071	1.00000000	1.00000000
mushroom		0.00230187	1.00000000	1.00000000
mushrooms		0.00164420	1.00000000	1.00000000
music		0.00493259	1.00000000	1.00000000
mussels		0.00131536	1.00000000	1.00000000
naan		0.00164420	1.00000000	1.00000000
name		0.00295955	1.00000000	1.00000000
neighborhood		0.01019402	1.00000000	1.00000000
night		0.01841500	1.00000000	1.00000000
nights		0.00263071	1.00000000	1.00000000
noise		0.00295955	1.00000000	1.00000000
noodle		0.00131536	1.00000000	1.00000000
noodles		0.00394607	1.00000000	1.00000000
nothing		0.00822098	1.00000000	1.00000000
occasion		0.00230187	1.00000000	1.00000000
oil		0.00230187	1.00000000	1.00000000
one		0.00197304	1.00000000	1.00000000
opinion		0.00164420	1.00000000	1.00000000
option		0.00131536	1.00000000	1.00000000
order		0.00723446	1.00000000	1.00000000
others		0.00131536	1.00000000	1.00000000
outside		0.00164420	1.00000000	1.00000000
owner		0.00427491	1.00000000	1.00000000
owners		0.00230187	1.00000000	1.00000000
oysters		0.00131536	1.00000000	1.00000000
pad		0.00230187	1.00000000	1.00000000
part		0.00460375	1.00000000	1.00000000
party		0.00361723	1.00000000	1.00000000
pasta		0.00394607	1.00000000	1.00000000
pastas		0.00131536	1.00000000	1.00000000
pastrami		0.00197304	1.00000000	1.00000000
people		0.02071687	1.00000000	1.00000000
pepper		0.00131536	1.00000000	1.00000000
perfection		0.00131536	1.00000000	1.00000000
person		0.00328839	1.00000000	1.00000000
phone		0.00131536	1.00000000	1.00000000
pie		0.00131536	1.00000000	1.00000000
piece		0.00263071	1.00000000	1.00000000
pieces		0.00263071	1.00000000	1.00000000
pizza		0.01940151	1.00000000	1.00000000
pizzas		0.00164420	1.00000000	1.00000000
pizzeria		0.00131536	1.00000000	1.00000000
place		0.09207498	1.00000000	1.00000000
places		0.01085169	1.00000000	1.00000000
plate		0.00427491	1.00000000	1.00000000
plates		0.00131536	1.00000000	1.00000000
plenty		0.00164420	1.00000000	1.00000000
point		0.00263071	1.00000000	1.00000000
pork		0.00263071	1.00000000	1.00000000
portion		0.00361723	1.00000000	1.00000000
portions		0.00887866	1.00000000	1.00000000
presentation		0.00164420	1.00000000	1.00000000
price		0.01479776	1.00000000	1.00000000
prices		0.01973035	1.00000000	1.00000000
prix		0.00164420	1.00000000	1.00000000
problem		0.00328839	1.00000000	1.00000000
problems		0.00131536	1.00000000	1.00000000
quality		0.00887866	1.00000000	1.00000000
quantity		0.00164420	1.00000000	1.00000000
range		0.00131536	1.00000000	1.00000000
rating		0.00131536	1.00000000	1.00000000
ravioli		0.00164420	1.00000000	1.00000000
reason		0.00295955	1.00000000	1.00000000
reservation		0.00657678	1.00000000	1.00000000
reservations		0.00460375	1.00000000	1.00000000
rest		0.00328839	1.00000000	1.00000000
restaurant		0.05820454	1.00000000	1.00000000
restaurants		0.01808616	1.00000000	1.00000000
review		0.00361723	1.00000000	1.00000000
reviewer		0.00164420	1.00000000	1.00000000
reviews		0.00690562	1.00000000	1.00000000
rice		0.00854982	1.00000000	1.00000000
right		0.00131536	1.00000000	1.00000000
roll		0.00361723	1.00000000	1.00000000
rolls		0.00526143	1.00000000	1.00000000
room		0.00526143	1.00000000	1.00000000
sake		0.00328839	1.00000000	1.00000000
salad		0.00591911	1.00000000	1.00000000
salads		0.00230187	1.00000000	1.00000000
salmon		0.00328839	1.00000000	1.00000000
salt		0.00131536	1.00000000	1.00000000
sandwich		0.00460375	1.00000000	1.00000000
sandwiches		0.00197304	1.00000000	1.00000000
sashimi		0.00230187	1.00000000	1.00000000
saturday		0.00131536	1.00000000	1.00000000
sauce		0.00822098	1.00000000	1.00000000
scene		0.00230187	1.00000000	1.00000000
sea		0.00131536	1.00000000	1.00000000
seafood		0.00427491	1.00000000	1.00000000
seat		0.00230187	1.00000000	1.00000000
seating		0.00295955	1.00000000	1.00000000
secret		0.00197304	1.00000000	1.00000000
section		0.00131536	1.00000000	1.00000000
selection		0.00657678	1.00000000	1.00000000
selections		0.00230187	1.00000000	1.00000000
sense		0.00197304	1.00000000	1.00000000
server		0.00263071	1.00000000	1.00000000
servers		0.00230187	1.00000000	1.00000000
service		0.06971391	1.00000000	1.00000000
setting		0.00197304	1.00000000	1.00000000
share		0.00131536	1.00000000	1.00000000
show		0.00164420	1.00000000	1.00000000
shrimp		0.00427491	1.00000000	1.00000000
side		0.00657678	1.00000000	1.00000000
sides		0.00164420	1.00000000	1.00000000
size		0.00295955	1.00000000	1.00000000
sizes		0.00164420	1.00000000	1.00000000
slice		0.00263071	1.00000000	1.00000000
smile		0.00197304	1.00000000	1.00000000
someone		0.00361723	1.00000000	1.00000000
something		0.00361723	1.00000000	1.00000000
soup		0.00493259	1.00000000	1.00000000
space		0.00295955	1.00000000	1.00000000
specials		0.00559027	1.00000000	1.00000000
spice		0.00131536	1.00000000	1.00000000
spicy		0.00460375	1.00000000	1.00000000
spinach		0.00131536	1.00000000	1.00000000
spot		0.00953634	1.00000000	1.00000000
staff		0.02301874	1.00000000	1.00000000
steak		0.00460375	1.00000000	1.00000000
stomach		0.00197304	1.00000000	1.00000000
street		0.00493259	1.00000000	1.00000000
stuff		0.00263071	1.00000000	1.00000000
style		0.00263071	1.00000000	1.00000000
sum		0.00427491	1.00000000	1.00000000
summer		0.00230187	1.00000000	1.00000000
surprise		0.00230187	1.00000000	1.00000000
sushi		0.01512660	1.00000000	1.00000000
table		0.02071687	1.00000000	1.00000000
tables		0.00526143	1.00000000	1.00000000
takeout		0.00131536	1.00000000	1.00000000
taste		0.00657678	1.00000000	1.00000000
tastes		0.00197304	1.00000000	1.00000000
tasting		0.00197304	1.00000000	1.00000000
tea		0.00197304	1.00000000	1.00000000
tempura		0.00131536	1.00000000	1.00000000
terms		0.00131536	1.00000000	1.00000000
thai		0.00164420	1.00000000	1.00000000
thing		0.00591911	1.00000000	1.00000000
things		0.00328839	1.00000000	1.00000000
time		0.02564946	1.00000000	1.00000000
times		0.02038803	1.00000000	1.00000000
tip		0.00197304	1.00000000	1.00000000
tiramisu		0.00131536	1.00000000	1.00000000
toast		0.00131536	1.00000000	1.00000000
tomato		0.00164420	1.00000000	1.00000000
top		0.00230187	1.00000000	1.00000000
toppings		0.00164420	1.00000000	1.00000000
touch		0.00230187	1.00000000	1.00000000
town		0.00624794	1.00000000	1.00000000
traffic		0.00131536	1.00000000	1.00000000
trip		0.00361723	1.00000000	1.00000000
trouble		0.00131536	1.00000000	1.00000000
try		0.00230187	1.00000000	1.00000000
tuna		0.00493259	1.00000000	1.00000000
type		0.00230187	1.00000000	1.00000000
vacation		0.00131536	1.00000000	1.00000000
value		0.00559027	1.00000000	1.00000000
variety		0.00328839	1.00000000	1.00000000
vegetables		0.00263071	1.00000000	1.00000000
vibe		0.00197304	1.00000000	1.00000000
view		0.00263071	1.00000000	1.00000000
village		0.00164420	1.00000000	1.00000000
visit		0.00591911	1.00000000	1.00000000
wait		0.01019402	1.00000000	1.00000000
waiter		0.00887866	1.00000000	1.00000000
waiters		0.00361723	1.00000000	1.00000000
waitress		0.00526143	1.00000000	1.00000000
waitstaff		0.00197304	1.00000000	1.00000000
wallet		0.00131536	1.00000000	1.00000000
water		0.00427491	1.00000000	1.00000000
way		0.01150937	1.00000000	1.00000000
website		0.00131536	1.00000000	1.00000000
week		0.00526143	1.00000000	1.00000000
weekend		0.00131536	1.00000000	1.00000000
weekends		0.00230187	1.00000000	1.00000000
wife		0.00427491	1.00000000	1.00000000
wine		0.02236107	1.00000000	1.00000000
wines		0.00295955	1.00000000	1.00000000
work		0.00328839	1.00000000	1.00000000
world		0.00493259	1.00000000	1.00000000
year		0.00197304	1.00000000	1.00000000
years		0.00953634	1.00000000	1.00000000
Dim	Sum	0.00131536	1.00000000	760.25000000
Sum	Dim	0.00131536	1.00000000	760.25000000
East	Village	0.00164420	0.55555556	140.78703704
Hyde	Jekyll	0.00131536	1.00000000	608.20000000
Jekyll	Hyde	0.00131536	0.80000000	608.20000000
New	York	0.00690562	0.80769231	116.96153846
York	New	0.00690562	1.00000000	116.96153846
Saturday	night	0.00197304	0.54545455	29.62012987
Smith	Street	0.00131536	0.80000000	347.54285714
Street	Smith	0.00131536	0.57142857	347.54285714
average	food	0.00131536	0.50000000	3.66385542
buffet	lunch	0.00131536	0.80000000	59.33658537
girls	night	0.00131536	0.66666667	36.20238095
glasses	wine	0.00131536	0.50000000	22.36029412
list	wine	0.00591911	0.75000000	33.54044118
section	menu	0.00131536	1.00000000	38.01250000
tomato	sauce	0.00131536	0.80000000	97.31200000
